t1_ph,t2_ph,phone,t1_wd,t2_wd,word,t1_stop,t2_stop,stop,t1_vot,t2_vot,vot,fname,speaker,ph_per_wd,wd_dur,speakerLang
273.415625,273.595625,K,273.415625,273.875625,clothes,273.415625,273.595625,K,273.531,273.61,0.07900000000000773,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.34462500000000773,thai
287.20825,287.32825,T,287.20825,287.814835,trouser,287.20825,287.32825,T,287.243,287.332,0.08899999999999864,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,5,0.5718350000000214,thai
300.46125,300.54125,K,300.46125,300.77125,color,300.46125,300.54125,K,300.508,300.537,0.028999999999996362,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.26325000000002774,thai
303.458754,303.48875,P,303.458754,303.855605,pink,303.458754,303.48875,P,303.473,303.522,0.04899999999997817,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.3826050000000123,thai
304.72125,304.79125,K,304.72125,305.42125,color,304.72125,304.79125,K,304.744,304.788,0.04399999999998272,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.6772499999999582,thai
312.66325,312.71325,K,312.66325,313.03325,color,312.66325,312.71325,K,312.635,312.724,0.08899999999999864,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.39825000000001864,thai
342.797375,342.937375,K,342.797375,343.084944,club,342.797375,342.937375,K,342.883,342.943,0.060000000000002274,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.20194400000002588,thai
348.540875,348.640875,K,348.540875,348.950875,color,348.540875,348.640875,K,348.595,348.628,0.03299999999995862,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.3558749999999691,thai
379.49175,379.64175,P,379.49175,379.78175,pet,379.49175,379.64175,P,379.599,379.66,0.06100000000003547,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.18274999999999864,thai
382.52275,382.67275,P,382.52275,382.82275,pet,382.52275,382.67275,P,382.64,382.675,0.03500000000002501,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.18274999999999864,thai
388.312608,388.352625,P,388.312608,388.633053,[P:IY:T:IY_Pete's],388.312608,388.352625,P,388.335,388.357,0.022000000000048203,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.29805300000003854,thai
388.633053,388.705606,P,388.633053,388.832625,pet,388.633053,388.705606,P,388.651,388.6601368300179,0.009136830017894226,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.18162499999999682,thai
392.591875,392.751875,P,392.591875,392.951875,pet,392.591875,392.751875,P,392.72,392.752,0.031999999999982265,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.23187499999994543,thai
434.588125,434.708125,P,434.588125,434.858125,pet,434.588125,434.708125,P,434.68,434.705,0.024999999999977263,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.1781249999999659,thai
469.659375,469.779375,K,469.659375,470.149375,carry,469.659375,469.779375,K,469.699,469.773,0.07400000000001228,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.4503750000000082,thai
494.295454,494.355375,T,494.295454,494.640466,ten,494.295454,494.355375,T,494.311,494.367,0.05600000000004002,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.3294660000000249,thai
8.49875,8.63875,T,8.49875,9.01875,ten,8.49875,8.63875,T,8.536,8.638,0.10200000000000031,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.4827500000000011,english
16.665125,16.875125,P,16.665125,17.215125,Pete's,16.665125,16.875125,P,16.808,16.893533178593756,0.08553317859375653,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.4071250000000006,english
17.215125,17.345125,P,17.215125,17.595125,Pet,17.215125,17.345125,P,17.309,17.352,0.04299999999999926,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.2861249999999984,english
44.47,44.7,T,44.47,45.03,two,44.47,44.7,T,44.536,44.71,0.1739999999999995,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,2,0.4939999999999998,english
54.559875,54.719875,K,54.559875,55.093817,cup,54.559875,54.719875,K,54.649,54.725,0.07600000000000051,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,4,0.44481700000000046,english
56.9125,57.0225,T,56.9125,57.1025,tea,56.9125,57.0225,T,56.976,57.027,0.05100000000000193,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,2,0.12650000000000006,english
57.1025,57.2025,P,57.1025,58.3525,pot,57.1025,57.2025,P,57.14,57.203,0.06300000000000239,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,1.2124999999999986,english
61.61775,61.64775,T,61.61775,61.67775,to,61.61775,61.64775,T,61.639,61.664,0.02499999999999858,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,2,0.038750000000000284,english
64.386875,64.636875,P,64.386875,65.536875,pink,64.386875,64.636875,P,64.54860820580852,64.648,0.09939179419147592,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,4,0.9882667941914747,english
87.645625,87.715625,T,87.645625,87.815625,top,87.645625,87.715625,T,87.657,87.717,0.060000000000002274,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.15862500000000068,english
96.600125,96.660125,T,96.600125,96.690125,to,96.600125,96.660125,T,96.646,96.664,0.018000000000000682,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,2,0.044124999999993975,english
96.790125,96.930125,P,96.790125,97.140125,pet,96.790125,96.930125,P,96.867,96.929,0.06199999999999761,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.2731249999999932,english
101.84425,101.92425,P,101.84425,102.21425,picture,101.84425,101.92425,P,101.915,101.93143848778604,0.01643848778603285,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,5,0.2992500000000007,english
117.668125,117.808125,T,117.668125,117.908125,two,117.668125,117.808125,T,117.726,117.815,0.08899999999999864,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,2,0.1821249999999992,english
121.838125,121.948125,P,121.838125,122.487032,point,121.838125,121.948125,P,121.879,121.944,0.06499999999999773,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,4,0.6080319999999944,english
141.77125,141.93125,T,141.77125,142.26125,two,141.77125,141.93125,T,141.805,141.936,0.13100000000000023,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,2,0.45624999999998295,english
146.683375,146.803375,T,146.683375,147.406042,triangle,146.683375,146.803375,T,146.739,146.821,0.08199999999999363,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,9,0.6670420000000092,english
156.108375,156.328375,K,156.108375,156.518375,kid,156.108375,156.328375,K,156.21,156.331,0.1209999999999809,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.30837499999998386,english
156.778375,156.828375,T,156.778375,156.878375,to,156.778375,156.828375,T,156.784,156.839,0.05500000000000682,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,2,0.09437500000001364,english
168.5175,168.6275,T,168.5175,168.8675,tennis,168.5175,168.6275,T,168.572,168.63426120021435,0.06226120021435122,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,5,0.2955000000000041,english
185.935125,186.185125,P,185.935125,186.955125,pink,185.935125,186.185125,P,186.07,186.187,0.11700000000001864,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,4,0.8851250000000164,english
195.72975,195.81975,T,195.72975,196.00975,tree,195.72975,195.81975,T,195.703,195.838,0.1349999999999909,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.30674999999999386,english
222.912375,223.022375,P,222.912375,223.192375,pet,222.912375,223.022375,P,222.965,223.026,0.06100000000000705,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.227374999999995,english
223.652375,223.732375,P,223.652375,223.952375,picture,223.652375,223.732375,P,223.69199408046808,223.7312361147893,0.03924203432123363,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,5,0.26038091953191156,english
225.522375,225.652375,T,225.522375,226.192596,top,225.522375,225.652375,T,225.552,225.651,0.09900000000001796,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,4,0.6405960000000164,english
258.786625,258.926625,P,258.786625,259.086625,pet,258.786625,258.926625,P,258.868,258.942,0.07400000000001228,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.21862500000003138,english
281.400125,281.480125,T,281.400125,281.725913,ten,281.400125,281.480125,T,281.41,281.486,0.07599999999996498,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.31591299999996636,english
300.024875,300.204875,K,300.024875,300.815052,cool,300.024875,300.204875,K,300.14722368660694,300.234,0.08677631339304526,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_ENF_10_ENF_11_EN_ENF_10_DP_ENF_10_ENF_11_EN_ENF_11_output.TextGrid,1,3,0.6678283133930449,english
17.542,17.672,T,17.542,17.789135,two,17.542,17.672,T,17.616,17.673,0.05699999999999861,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.17313500000000204,spanish
26.077875,26.127875,K,26.077875,26.227875,kind,26.077875,26.127875,K,26.091181619915325,26.132447090419262,0.04126547050393725,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.1366933800846759,spanish
26.287875,26.317875,K,26.287875,26.891797,questions,26.287875,26.317875,K,26.269212649803748,26.357638658026477,0.08842600822272928,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,8,0.6225843501962522,spanish
27.647625,27.707625,P,27.647625,27.917625,people,27.647625,27.707625,P,27.697,27.726,0.028999999999999915,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,5,0.22062500000000185,spanish
28.577625,28.677625,P,28.577625,29.008508,picture,28.577625,28.677625,P,28.65,28.679095607257086,0.029095607257087153,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,6,0.3585080000000005,spanish
33.286625,33.376625,P,33.286625,33.766625,people,33.286625,33.376625,P,33.351,33.388,0.036999999999999034,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,5,0.4156249999999986,spanish
36.438875,36.598875,T,36.438875,36.678875,tree,36.438875,36.598875,T,36.491,36.603,0.11200000000000188,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.18787499999999824,spanish
36.848875,37.008875,K,36.848875,37.258875,kid,36.848875,37.008875,K,36.933,37.013,0.0799999999999983,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.32587500000000347,spanish
37.678875,37.728875,T,37.678875,37.778875,to,37.678875,37.728875,T,37.691,37.726,0.03499999999999659,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,2,0.08787499999999682,spanish
72.537125,72.647125,K,72.537125,72.897125,comma,72.537125,72.647125,K,72.587,72.65,0.06300000000000239,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.3101249999999993,spanish
96.499,96.589,T,96.499,96.689,two,96.499,96.589,T,96.538,96.593,0.05500000000000682,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,2,0.15099999999999625,spanish
97.149,97.259,T,97.149,97.469,two,97.149,97.259,T,97.209,97.266,0.05700000000000216,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,2,0.2599999999999909,spanish
98.979,99.029,T,98.979,99.139,two,98.979,99.029,T,98.968,99.033,0.06499999999999773,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,2,0.17099999999999227,spanish
99.139,99.239,K,99.139,99.349,kind,99.139,99.239,K,99.209,99.235,0.02599999999999625,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.14000000000000057,spanish
113.776375,113.846375,K,113.776375,114.006375,kinda,113.776375,113.846375,K,113.814,113.854,0.04000000000000625,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,5,0.19237500000001262,spanish
117.001,117.081,T,117.001,117.201,top,117.001,117.081,T,117.055,117.085,0.029999999999986926,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.14599999999998658,spanish
117.721,117.821,T,117.721,117.931,two,117.721,117.821,T,117.772,117.828,0.055999999999997385,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,2,0.15899999999999181,spanish
120.441,120.581,T,120.441,120.691692,too,120.441,120.581,T,120.518,120.583,0.06499999999999773,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.17369200000000262,spanish
130.047625,130.137625,P,130.047625,130.417625,painted,130.047625,130.137625,P,130.117,130.133,0.016000000000019554,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,6,0.3006249999999966,spanish
130.547625,130.637625,T,130.547625,130.856418,top,130.547625,130.637625,T,130.594,130.639,0.045000000000015916,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.2624179999999967,spanish
143.18525,143.22525,P,143.18525,143.65525,planes,143.18525,143.22525,P,143.206,143.229,0.023000000000024556,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,5,0.44925000000000637,spanish
143.98525,144.07525,K,143.98525,144.60525,clouds,143.98525,144.07525,K,144.034,144.103,0.06900000000001683,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,5,0.5712500000000205,spanish
213.095375,213.155375,T,213.095375,213.305375,top,213.095375,213.155375,T,213.148,213.17299632939023,0.024996329390233996,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.15737500000000182,spanish
221.116875,221.166875,P,221.116875,221.346875,people,221.116875,221.166875,P,221.155,221.171,0.015999999999991132,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,5,0.19187500000001023,spanish
221.716875,221.846875,P,221.716875,222.093353,park,221.716875,221.846875,P,221.798,221.854,0.056000000000011596,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.29535300000000575,spanish
245.3055,245.3355,T,245.3055,245.5255,talked,245.3055,245.3355,T,245.335,245.35459507397383,0.01959507397381799,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.1904999999999859,spanish
293.39825,293.49825,T,293.39825,293.691171,tree,293.39825,293.49825,T,293.442,293.532,0.08999999999997499,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.24917099999998982,spanish
311.85275,311.98275,T,311.85275,312.20275,tree,311.85275,311.98275,T,311.88,311.99,0.11000000000001364,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.322749999999985,spanish
317.364375,317.474375,T,317.364375,317.665128,tree,317.364375,317.474375,T,317.399,317.484,0.08499999999997954,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.2661279999999806,spanish
336.310375,336.470375,P,336.310375,336.800375,political,336.310375,336.470375,P,336.459,336.491,0.031999999999982265,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,9,0.3413749999999709,spanish
338.270375,338.360375,K,338.270375,338.440375,could,338.270375,338.360375,K,338.373,338.429,0.055999999999983174,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.06737500000002683,spanish
344.55825,344.62825,T,344.55825,344.65825,to,344.55825,344.62825,T,344.515,344.618,0.10300000000000864,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,2,0.1432500000000232,spanish
345.09825,345.17825,T,345.09825,345.42825,tree,345.09825,345.17825,T,345.134,345.206,0.07200000000000273,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.2942499999999768,spanish
347.20825,347.27825,K,347.20825,347.50825,called,347.20825,347.27825,K,347.256,347.275,0.019000000000005457,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.25225000000000364,spanish
347.50825,347.57825,P,347.50825,347.90825,Pete's,347.50825,347.57825,P,347.556,347.573,0.016999999999995907,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.3522500000000264,spanish
347.90825,348.02825,P,347.90825,348.15825,Pet,347.90825,348.02825,P,347.8949912942066,348.0518000821216,0.15680878791499708,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.2632587057934188,spanish
351.2085,351.2485,P,351.2085,351.3985,Pet,351.2085,351.2485,P,351.24474933461045,351.2706876303558,0.025938295745334017,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.15375066538956617,spanish
354.247125,354.307125,K,354.247125,354.467125,called,354.247125,354.307125,K,354.2959100500903,354.33717552059426,0.04126547050395857,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.17121494990971087,spanish
354.467125,354.517125,P,354.467125,354.817125,Pete's,354.467125,354.517125,P,354.512,354.53,0.01799999999997226,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.30512499999997544,spanish
358.8875,359.0475,P,358.8875,359.391032,Pete's,358.8875,359.0475,P,359.006,359.045,0.03900000000004411,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.3850320000000238,spanish
362.164125,362.334125,K,362.164125,362.884125,cat,362.164125,362.334125,K,362.267,362.346,0.07900000000000773,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.6171249999999873,spanish
372.44275,372.52275,T,372.44275,372.70275,talking,372.44275,372.52275,T,372.488,372.528,0.040000000000020464,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,5,0.2147499999999809,spanish
373.39275,373.48275,T,373.39275,373.64275,top,373.39275,373.48275,T,373.448,373.49,0.04200000000003001,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.1947499999999991,spanish
375.912375,376.012375,K,375.912375,376.304902,cat,375.912375,376.012375,K,375.966,376.02,0.053999999999973625,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,4,0.3389020000000187,spanish
380.4095,380.5395,K,380.4095,380.9595,cat,380.4095,380.5395,K,380.479,380.544,0.06499999999999773,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.48050000000000637,spanish
433.13275,433.20275,K,433.13275,433.27275,can,433.13275,433.20275,K,433.178,433.21,0.031999999999982265,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_IT_01_SP_02_EN_IT_01_DP_IT_01_SP_02_EN_SP_02_output.TextGrid,2,3,0.09474999999997635,spanish
